hs_code,description,mfn_rate
8432410000,Husdyrgødningsspredere,0.0
8432420000,Kunstgødningsspredere,0.0
8432800000,Andre maskiner og apparater,0.0
8432900000,Dele,0.0
8433111010,"Elektriske robotplæneklippere, der er i stand til at klippe græs (f.eks. i græsplæner, parker og på sportspladser) uden direkte menneskelig kontrol, uanset om det omfatter det sekundære udstyr, der er nødvendigt for deres funktion (en ladestation og i de fleste tilfælde supplerende materialer eller udstyr, der er nødvendigt for korrekt navigation af robotplæneklipperen, f.eks. et afgrænsningskabel eller et trådløst alternativ hertil)",0.0
8433111090,andre varer,0.0
8433115100,Med førersæde,0.0
8433115900,I andre tilfælde,0.0
8433119000,Ikke selvkørende,0.0
8433191000,Med elektromotor,0.0
8433195100,Med førersæde,0.0
8433195900,I andre tilfælde,0.0
8433197000,Ikke selvkørende,0.0
8433199000,Uden motor,0.0
8433201000,Med motor,0.0
8433205000,Til montering på eller tilkobling til traktorer,0.0
8433209000,I andre tilfælde,0.0
8433300000,Andre maskiner og apparater til høhøstning,0.0
8433400000,"Halm- og foderpressere, herunder opsamlingspressere",0.0
8433510000,Mejetærskere,0.0
8433520000,Andre maskiner og apparater til tærskning,0.0
8433531000,Kartoffeloptagere,0.0
8433533000,Roeoptagere og roeaftoppere,0.0
8433539000,Andre varer,0.0
8433591100,Selvkørende,0.0
8433591900,I andre tilfælde,0.0
8433598500,Andre varer,0.0
8433600000,"Maskiner til rensning eller sortering af æg, frugt eller andre landbrugsprodukter",0.0
8433900000,Dele,0.0
8434100000,Malkemaskiner,0.0
8434200000,Mejerimaskiner,0.0
8434900000,Dele,0.0
8435100000,Maskiner og apparater,0.017
8435900000,Dele,0.017
8436100000,Maskiner og apparater til tilberedning af dyrefoder,0.017
8436210000,Rugemaskiner og kyllingemødre,0.017
8436290000,Andre maskiner og apparater,0.017
8436801000,Til skovbrug,0.017
8436809000,I andre tilfælde,0.017
8436910000,Til maskiner og apparater til fjerkræavl eller til rugemaskiner og kyllingemødre,0.017
8436990010,"Del indeholdende:

-|en 1-faset vekselstrømsmotor,

-|en epicyklisk transmission,

-|et skær
også med:

-|en kondensator,

-|en del monteret med en gevindskåret bolt
til brug ved fremstilling af kompostkværne",0.017
8436990090,I andre tilfælde,0.017
8437100000,"Maskiner og apparater til rensning og sortering af frø, korn eller tørrede bælgfrugter",0.017
8437800000,Andre maskiner og apparater,0.017
8437900000,Dele,0.017
8438101000,Bagerimaskiner,0.017
8438109000,"Maskiner og apparater til fremstilling af makaroni, spaghetti og lign",0.017
8438200000,"Maskiner og apparater til fremstilling af sukkervarer, kakao og chokolade",0.017
8438300000,Maskiner og apparater til sukkerfabrikker,0.017
8438400000,Maskiner og apparater til bryggerier,0.017
8438500000,Maskiner og apparater til behandling og tilberedning af kød og fjerkræ,0.017
8438600000,"Maskiner og apparater til behandling og tilberedning af frugt, nødder og grøntsager",0.017
8438801000,Til behandling og tilberedning af kaffe og te,0.017
8438809100,"Til behandling, tilberedning eller fremstilling af drikkevarer",0.017
8438809900,I andre tilfælde,0.017
8438900000,Dele,0.017
8439100000,Maskiner og apparater til fremstilling af papirmasse,0.017
8439200000,Maskiner og apparater til fremstilling af papir og pap,0.017
8439300000,Maskiner og apparater til efterbehandling af papir og pap,0.017
8439910000,Til maskiner og apparater til fremstilling af papirmasse,0.017
8439990010,"Sugevalseskaller, fremstillet ved centrifugalstøbning, ikke boret, i form af stållegeringsrør, af længde på 3|000|mm og derover og med en ydre diameter på 550|mm og derover",0.017
8439990090,Andre varer,0.017
8440101000,Falsemaskiner,0.017
8440102000,Optagningsmaskiner,0.017
8440103000,Sy- og hæftemaskiner,0.017
8440104000,Limbindemaskiner,0.017
8440109000,Andre maskiner og apparater,0.017
8440900000,Dele,0.017
8441101000,Kombinerede rulleopskærings- og genoprulningsmaskiner,0.017
8441102000,Langskære- og tværskæremaskiner,0.017
8441103000,Skæremaskiner af guillotine-typen,0.017
8441107000,Andre skæremaskiner,0.017
8441200000,"Maskiner til fremstilling af sække, poser og konvolutter",0.017
8441300000,"Maskiner til fremstilling af æsker, kasser, rør, tromler, kartoner og lignende varer, på anden måde end ved formpresning",0.017
8441400000,"Maskiner til formpresning af varer af papirmasse, papir eller pap",0.017
8441800000,Andre maskiner og apparater,0.017
8441901000,Til skæremaskiner,0.017
8441909000,I andre tilfælde,0.017
8442300000,"Maskiner, apparater og redskaber",0.0
8442400000,"Dele til forannævnte maskiner, apparater og redskaber",0.0
8442500000,"Trykplader, trykcylindre og lign.; plader, cylindre og litografiske sten, behandlet til grafisk brug (slebet, poleret og lign.)",0.0
8443110000,Offset-trykkemaskiner med papirtilførsel fra ruller,0.017
8443120000,"Offset-trykkemaskiner med papirtilførsel af ark, hvis ene sidelængde ikke overstiger 22|cm og den anden ikke 36|cm, i ikke-foldet stand (kontoroffset-maskiner)",0.017
8443131000,Brugte,0.017
8443133200,53|!x!|75|cm eller derunder,0.017
8443133400,"Over 53|!x!|75|cm, men ikke over 75|!x!|107|cm",0.017
8443133800,Over 75|!x!|107|cm,0.017
8443139000,I andre tilfælde,0.017
8443140000,"Bogtrykkemaskiner (højtrykspressere) med papirtilførsel fra ruller, undtagen til flexografisk trykning",0.017
8443150000,"Bogtrykkemaskiner (højtrykspressere), med anden papirtilførsel end fra ruller, undtagen til flexografisk trykning",0.017
8443160000,Flexografitrykkemaskiner og -apparater,0.017
8443170000,Dybtrykmaskiner og -apparater,0.017
8443192000,Til trykning af tekstilmaterialer,0.017
8443197000,I andre tilfælde,0.017
8443310000,"Maskiner, der udfører to eller flere af funktionerne trykning (printning), kopiering eller faxtransmission og kan tilsluttes til en automatisk databehandlingsmaskine eller et netværk",0.0
8443321000,Printere,0.0
8443328000,Andre maskiner,0.0
8443390000,Andre maskiner og apparater,0.0
8443919100,Af støbejern eller af støbestål,0.0
8443919900,I andre tilfælde,0.0
8443991000,Sammensatte elektroniske komponenter,0.0
8443999000,Andre varer,0.0
8444001000,Maskiner til ekstrusion,0.017
8444009000,Andre maskiner,0.017
8445110000,Kartemaskiner,0.017
8445120000,Kæmmemaskiner,0.017
8445130000,Forspindemaskiner,0.017
8445190000,Andre maskiner,0.017
8445200000,Spindemaskiner,0.017
8445300000,Tvindemaskiner og maskiner til fremstilling af flertrådet eller kabelslået garn,0.017
8445400000,Spolemaskiner (herunder skudgarnsspolemaskiner),0.017
8445900000,Andre maskiner,0.017
8446100000,Til vævning af stof af bredde 30|cm og derunder,0.017
8446210000,Motordrevne,0.017
8446290000,I andre tilfælde,0.017
8446300000,"Skytteløse væve, til vævning af stof af bredde over 30|cm",0.017
8447110000,Med cylinderdiameter på 165|mm og derunder,0.017
8447120000,Med cylinderdiameter over 165|mm,0.017
8447202000,"Kædestole, herunder Raschelmaskiner; stitch-bondingmaskiner",0.017
8447208000,Andre maskiner,0.017
8447900000,Andre maskiner,0.017
8448110000,"Skaft- og jacquardmaskiner; kortreduktions-, kortkopierings-, korthugge- og kortsnøremaskiner til jacquardkort",0.017
8448190000,Andre varer,0.017
8448200000,Dele og tilbehør til maskiner henhørende under pos.|8444|eller til deres hjælpemaskiner og hjælpeapparater,0.017
8448310000,Kartebeslag,0.017
8448320000,"Til maskiner til behandling af tekstilfibre, undtagen kartebeslag",0.017
8448330000,"Spindler og spindelvinger, spinderinge og spindeløbere",0.017
8448390000,Andre varer,0.017
8448420000,"Væveblade, vævelidser (søller) og skaftrammer",0.017
8448490000,Andre varer,0.017
8448511000,Sinkers (platiner),0.017
8448519000,Andre varer,0.017
8448590000,Andre varer,0.017
8449000000,"Maskiner og apparater til fremstilling og efterbehandling af filt og fiberdug i metermål eller i anden form, herunder maskiner og apparater til fremstilling af filthatte; blokke til fremstilling af hatte",0.017
8450111100,Frontbetjente,0.03
8450111900,Topbetjente,0.03
8450119000,"Med en kapacitet på over 6|kg, men ikke over 10|kg tørt tøj",0.026
8450120000,"I andre tilfælde, med indbygget tørrecentrifuge",0.027
8450190000,I andre tilfælde,0.027
8450200000,Maskiner med en kapacitet på over 10|kg tørt tøj,0.022
8450900000,Dele,0.027
8451100000,Tørrensemaskiner (kemisk rensning),0.022
8451210000,Med en kapacitet på 10|kg tørt tøj og derunder,0.022
8451290000,I andre tilfælde,0.022
8451300000,"Presse- og strygemaskiner, herunder fikseringspresser",0.022
8451400000,"Maskiner til vask, blegning og farvning",0.022
8451500000,"Maskiner til oprulning, afrulning, sammenlægning, tilskæring og takning af tekstilstof",0.022
8451801000,Maskiner til pålægning af masse på tekstilstof eller andet støttemateriale ved fremstilling af linoleum eller anden gulvbelægning,0.022
8451803000,Maskiner til appretering eller overfladebehandling,0.022
8451808000,Andre maskiner og apparater,0.022
8451900000,Dele,0.022
8452101100,"Symaskiner af værdi (uden stativ, bord eller møbel) over 65|€",0.057
8452101900,Andre varer,0.097
8452109000,Andre symaskiner og symaskinhoveder,0.037
8452210000,Fuldautomatiske,0.037
8452290000,I andre tilfælde,0.037
8452300000,Symaskinenåle,0.027
8452900000,"Møbler, borde og overtræk til symaskiner samt dele dertil; andre dele til symaskiner",0.027
8453100000,"Maskiner og apparater til beredning, garvning og forarbejdning af huder, skind eller læder",0.017
8453200000,Maskiner og apparater til fremstilling eller reparation af fodtøj,0.017
8453800000,Andre maskiner og apparater,0.017
8453900000,Dele,0.017
8454100000,Konvertorer,0.017
8454200000,Kokiller og støbeskeer,0.017
8454301000,Trykstøbemaskiner,0.017
8454309000,Andre støbemaskiner,0.017
8454900000,Dele,0.017
8455100000,Rørvalsemaskiner,0.027
8455210000,Til varmvalsning eller til kombineret kold- og varmvalsning,0.027
8455220000,Til koldvalsning,0.027
8455301000,Af støbejern,0.027
8455303100,Arbejdsvalser til varmvalsning; støttevalser til varm- og koldvalsning,0.027
8455303900,Arbejdsvalser til koldvalsning,0.027
8455309000,I andre tilfælde,0.027
8455900000,Andre dele,0.027
8456111000,"Som udelukkende eller hovedsagelig anvendes til fremstilling af trykte kredsløb, printplader med trykte kredsløb, dele henhørende under pos. 8517|eller dele af automatiske databehandlingsmaskiner",0.0
8456119000,I andre tilfælde,0.045
8456121000,"Som udelukkende eller hovedsagelig anvendes til fremstilling af trykte kredsløb, printplader med trykte kredsløb, dele henhørende under pos. 8517|eller dele af automatiske databehandlingsmaskiner",0.0
8456129000,I andre tilfælde,0.045
8456200000,"Maskiner, som fungerer ved hjælp af ultralyd",0.035
8456301100,Maskiner som fungerer ved hjælp af trådelektroder,0.035
8456301900,Andre varer,0.035
8456309000,I andre tilfælde,0.035
8456400000,"Maskiner, som fungerer ved hjælp af plasmabue",0.035
8456500000,Vandskæremaskiner,0.017
8456900000,Andre maskiner,0.035
8457101000,Horisontale,0.027
8457109000,I andre tilfælde,0.027
8457200000,Enkeltstationsmaskiner med flere bearbejdningsenheder,0.027
8457301000,Numerisk styrede,0.027
8457309000,I andre tilfælde,0.027
8458112000,Drejecentre,0.027
8458114100,Enspindlede,0.027
8458114900,Flerspindlede,0.027
8458118000,Andre drejebænke,0.027
8458190000,I andre tilfælde,0.027
8458912000,Drejecentre,0.027
8458918000,Andre drejebænke,0.027
8458990000,I andre tilfælde,0.027
8459100000,"Kombinerede bore-, fræse- og gevindskæremaskiner",0.027
8459210000,Numerisk styrede,0.027
8459290000,I andre tilfælde,0.027
8459310000,Numerisk styrede,0.017
8459390000,I andre tilfælde,0.017
8459410000,Numerisk styrede,0.017
8459490000,I andre tilfælde,0.017
8459510000,Numerisk styrede,0.027
8459590000,I andre tilfælde,0.027
8459611000,Maskiner til fræsning af værktøj,0.027
8459619000,Andre varer,0.027
8459691000,Maskiner til fræsning af værktøj,0.027
8459699000,Andre varer,0.027
8459700000,Andre gevindskæremaskiner,0.027
8460120000,Numerisk styrede,0.017
8460190000,I andre tilfælde,0.017
8460220000,"Centerless-rundslibemaskiner, numerisk styrede",0.017
8460230000,"Andre rundslibemaskiner, numerisk styrede",0.017
8460240000,"Andre varer, numerisk styrede",0.017
8460291000,Til cylindriske overflader,0.027
8460299000,I andre tilfælde,0.027
8460310000,Numerisk styrede,0.017
8460390000,I andre tilfælde,0.017
8460401000,Numerisk styrede,0.017
8460409000,I andre tilfælde,0.017
8460900000,Andre maskiner,0.017
8461200000,Shaping- og notstikkemaskiner,0.017
8461301000,Numerisk styrede,0.017
8461309000,I andre tilfælde,0.017
8461401100,Numerisk styrede,0.027
8461401900,I andre tilfælde,0.027
8461403100,Numerisk styrede,0.017
8461403900,I andre tilfælde,0.017
8461407100,Numerisk styrede,0.027
8461407900,I andre tilfælde,0.027
8461409000,I andre tilfælde,0.017
8461501100,Rundsave,0.017
8461501900,Andre maskinsave,0.017
8461509000,Afskæremaskiner,0.017
8461900000,Andre maskiner,0.027
8462111000,Numerisk styrede,0.027
8462119000,I andre tilfælde,0.017
8462191000,Numerisk styrede,0.027
8462199000,I andre tilfælde,0.017
8462221000,Numerisk styrede,0.027
8462229000,I andre tilfælde,0.017
8462230000,Numerisk styrede foldemaskiner,0.027
8462240000,Numerisk styrede panelbukkere,0.027
8462250000,Numerisk styrede rulleformningsmaskiner,0.027
8462260000,"Andre numerisk styrede bøjemaskiner, bukkemaskiner, kantbukkemaskiner og rettemaskiner",0.027
8462290000,I andre tilfælde,0.017
8462321000,Numerisk styrede,0.027
8462329000,I andre tilfælde,0.017
8462330000,Numerisk styrede klippemaskiner,0.027
8462390000,I andre tilfælde,0.017
8462420000,Numerisk styrede,0.027
8462490000,I andre tilfælde,0.017
8462510000,Numerisk styrede,0.027
8462590000,I andre tilfælde,0.017
8462611000,Numerisk styrede,0.027
8462619000,I andre tilfælde,0.027
8462621000,Numerisk styrede,0.027
8462629000,I andre tilfælde,0.017
8462631000,Numerisk styrede,0.027
8462639000,I andre tilfælde,0.017
8462691000,Numerisk styrede,0.027
8462699000,I andre tilfælde,0.017
8462901000,Numerisk styrede,0.027
8462909000,I andre tilfælde,0.017
8463101000,Trækkebænke til tråd,0.027
8463109000,Andre trækkebænke,0.027
8463200000,Gevindvalsemaskiner,0.027
8463300000,Maskiner til bearbejdning af tråd,0.027
8463900000,Andre maskiner,0.027
8464100000,Maskinsave,0.022
8464201100,Til optisk glas,0.022
8464201900,I andre tilfælde,0.022
